id,content,lang
3719,"EFF belongs to dustbins
PutSouthAficansFirst OperationDudula ",en
3720,Theres absolutely nothing wrong calling out a leader if they out of line or point missed we need to stop hiding behind organizations and movements   amp  need to sort this mess outwe dont want to exp black on black violence PutSouthAficansFirst ,unknown
3721,Who is Nhlanhla Lux and what has he done,en
3722, Wena baoberekisa bafanas ,zu
3723,Who will have thought OperationDudula can be the milkshake to them,unknown
3724, We most definitely can not be involved in your political situation that will back fire more than just having undocumented immigrants but international conflicts and economic instability for south Africans and right now we cant afford that,en
3725,  Im not suprised Lack of Principles and Values is what you are Known for,en
3726,"No South African must pay rent to an illegal foreigner                                                

PutSouthAficansFirst OperationDudula OperationFiela",unknown
3727,Out of curiosity how did nhlanhlalux became the face or the leader of Dudulamovement or OperationDudula ,en
3728, please give us prove that the old man is selling drugs and your evidence will more accurate than your cheap talk,en
3729, Got to western cape Robertson,unknown
3730,   Dont worry only time will tell,en
3731,OperationDudula Ill stand up and support Mr Lux the day he says the problem of higher illegal immigration Drugs Crime Unemployment in South Africa is the Government and lets take a war to them Ill join him,en
3732,EFF made a bad move with that Nhlanhla Lux move now its making them look desperate,unknown
3733,"Divide and conquer

OperationDudula",en
3734,Lux is simply showing Julius Malema gore ke Bari ya Limpopo Kasi flair baba OperationDudula,en
3735, Malema is a coward Period,en
3736,"OperationDudula need to understand that if I dont have a locked gate or a fence or a dog in my home criminals will always see an opportunity to break in

Fighting illegally immigrants in a borderless country to me is just waste of energy",unknown
3737,  So sad,en
3738,Drugs abduction crimes take it up with SAPS if SAPS fail to get rid of criminal activitiesTake the war to Government OperationDudula,en
3739,Illegal immigration take it up with Department of Home Affairs if home affairs is failing to keep it under control  take the war to government OperationDudula,en
3740, Fighting OperationDudula is like fighting the community itself We all know that the police are impotent what else must we do Does this bring you joy ,en
3741, Ironically he is asking for forgiveness to that Zimbabwean guy who was saying he is his father,unknown
3742,"
OperationDudula 
pM ",en
3743,"Porcupine Clothing Brand 
OperationDudula 
pM
Soweto
Malema 
Khanyi Mbau ",unknown
3744,"OperationDudula
Stadiums

When are attending to this matter
DSTV DStvPrem ",en
3745,"Operation Dudula doesnt bother any white person you should ask yourself why
EFF is really the only hope for our people we are the only defenders of Africans ",en
3746,Come  come votsekEFF PutSouthAficansFirst OperationDudula ,en
3747,    ,unknown
3748,So you guys want foreignersblack to leave this country,en
3749,  Hope he doesnt end up dead in the street sooncause the speed hes going this cant end well xem ,en
3750,     ,unknown
3751,   Uyanya wena did they find anything after forcefully entering his house I wish he had a gun to shoot and kll those thugs,en
3752,"       You are too old to type like a  years old whos still complaining about electricity etc 

Use your brain Bafo 
Your Brain ",en
3753,The fight is still on PutSouthAficansFirst OperationDudula nhlanhlalux ,en
3754,This madness where foreigners a given more air time in SA media space is telling There is a ploy to normalise the existence of undocumented pple in the country that in itself is unethical immoral n unlawful Media that knowingly give space undocumented pple must be taken to courts ,unknown
3755,Put South Africa st amp Operation Dudula are threatening EFF monopoly of controlling stupid people,en
3756,"If  would start a political party Id definitely vote for him I love his leadership skills

For now may his movement grow stronger
OperationDudula ",en
3757,Nhlanhla Lux wanted to primarily provoke the EFF,unknown
3758,    You do know that Nhlanhla is a pilot by profession right And you do know he has had a aviation business for about  years to be corrected  You do know his story and how his dad has been his financial musclefact check before pushing propaganda my good sir ,en
3759,"       I cant speak african language to someone who hates his Africans brothersSisters  

Again and again use your brain  I got answers to your nonsense as you can see 

Use your brain  

Lmao",unknown
3760,       Use your brain  mfana your brain  there is a reason got gave you that brain  use your brain ,unknown
3761,When are you visiting the cape flats they are alot of drug dealers or are you waiting for a signal from the community OperationDudula,unknown
3762,And saying We dont want to live amongst ILLEGAL immigrants is not Xenophobic and can never be Xenophobia People should be well processed and biometric collected people staying with communities Thats all we want OperationDudula PutSouthAficansFirst,en
3763,As SOUTH AFRICAN we should reject any ILLEGAL IMMIGRANTS in our communities People should be properly processed before they live with us CRIME is high and Cases become cold due to ILLEGAL FOREIGNERS OperationDudula,unknown
3764,       Africa didnt have no borders  white people put borders to divide us  divide to reign  I think you should try to pull up some wise words cause What you just said everyone uses it as an excuse so be a little bit intelligent and wise to come up with another reason dont be dumb,en
3765,Active Citizenship means that when communities see wrong doing they should defend their communities and handover the matters to law enforcement authorities OperationDudula,en
3766,People who wants to live in South Africa for economic opportunities or whatever reasons must apply let government capture their biometrics and then enter its simple OperationDudula,unknown
3767,EFF and Julius Malema are literally defending illegal immigrants Key word is illegal A person who government institutions doesnt have biometric and record of Roaming the streets of RSA The Malema says that is okay OperationDudula,unknown
3768,OperationDudula is frustrateng the guy shame ,en
3769,When l said this whole thing of OperationDudula was a system to divide and conquer l was called names very soon these ppl will eat each other mark my words when the chips are down tourists as you call them will run this country to the ground,unknown
3770, I disagree  with him in other things   but on this one i agree fully with him to carry a document with u doesnt no mean u are foreigner is something to identify who u are,unknown
3771,I dont care if theres a white hand behind Nhlanhla Lux as long as its beneficial to black people and black communities then Im more than happy OperationDudula,en
3772,"I am not interested in paying  to watch amateur boxers bao pallwa ke the careers they initially got recognized for
OperationDudula ",en
3773,Check the different Leadership ka nnete is not for every Take him on nhlanhlalux  ,unknown
3774,Its Nhlanhla Lux vs EFF ,zu
3775,"Nhlanhla lux must go for the illicit cigarette trade
This is when youll see Malema really kicking and screaming",en
3776,OperationDudula standing toll today,unknown
3777,Whether they open a case against Nhlanhla lux or notthe mission still continues thy rather open a case against all South Africans  PutSouthAficansFirst,en
3778," we stand with you brother
OperationDudula",en
3779,OperationDudula why another human let such a horrible thing to happen in front of their eyes had they done something maybe this could have been avoided ,en
3780,The same stupidity that puts EFF amp Dudula against each other its same reason were so dependent on foreign platforms like Uber to transport each other in our own country in our own cars  ehailingshutdown OperationDudula nhlanhlalux PutSouthAficaFirst dobsonville ,en
3781, Did government instruct farmers to hire foreigners,unknown
3782,   Help me see the real truth brother Having illegal foreigners Where else is it legal to have illegal foreigners,unknown
3783,Using tax payers money to fight tax payers who dont want to give foreigners their money Eyi we dont have a government here Sizihlalele nje We have enemies leading this country   ,en
3784,Cyril is paying  to disturb  amp  from holding them accountable nhlanhlalux OperationDudula dobsonville,unknown
3785,NhlanhlaLux is bigger than Malema today,unknown
3786,   Foreigners,en
3787,Unfortunately amp sadly anyone who tries to bring order amp unity and is against those who benefit from a chaotic poor unemployed amp divided nation is labelled a hooligans amp terrorist Colonisers used the same Divide amp Conquer  NhlanhlaLux OperationDudula PutSouthAficaFirst,en
3788,Eyani i website ka Nhlanhlalux Inayiphi i content,zu
3789,OperationDudula is not a political party its a movement of SA Citizens who wants to help authorities restore order preserve amp create jobs for citizens stop drugs murder rape amp other crimes Illegal immigration is a crime  PutSouthAficaFirst NhlanhlaLux Dobsonville ,unknown
3790,"People at seshego dont like malemanow people of soweto wont want anything to do with him after this VoetsekEFF
OperationDudula
PutSouthAficansFirst",en
3791,As much as i do not agree with this mindless dudula peoplei think the EFF is not doing justice by openning criminal case against Lux This illegal immigrants issue is sensetive and needs sober dialogue,unknown
3792,Unemployed OperationDudula stupids going to Dobsonville to defend a criminal who uses political connections and funds from White people to attack Black people in the street Who is fooling who here ArrestNhlanhlaLux  ,unknown
3793, Nhlanhla lux is Causing chest pains for The EFF and ANC now Yall talk about this guy is a Fraud and the Sell ou how Funny ,unknown
3794,"Evrything that is wrong in this country Julias malema loves it VoetsekEFF
OperationDudula
PutSouthAficansFirst",en
3795,History tells us that Xenophobic attacks that have happened in SA resulted to South Africans being assaulted also because they were too dark or couldnt speak the isiZulu or Nguni language or common language When they are done with foreigners they will come for you,en
3796,   Lol do you also live there,en
3797,    ,unknown
3798,No body can stop OperationDudula dudulanot even Julias malema can do shit about ittaking one leader to jail wont do shitinstead foreigners will feel it as always  ,unknown
3799,We are behind nhlanhla lux PutSouthAficansFirst OperationDudula votsekEFF ,unknown
3800,Confronting a drug cartel is threatening the bread of some politicians you know them They will try by all means to crush you Good luck to  and the OperationDudula These politicians will thwart every move to deal with drugs and the illegal cigarettes businesses,unknown
3801,"Im an insurance broker doing comprehensive cover for Car insurance If youre interested to do Qoute or would like to change your current insurance Im here to assist you
Samke Nhlanhla Lux teenagepregnancy Dosbonville BBMzansi ",unknown
3802,  in fact its the same thing nowadays ,unknown
3803,  Mina I suspect the young man reports to SSA I dont think he gets instructions from Stellenbosch but from PTA,unknown
3804,Do you know that theres no difference between DJ Uncle Waffles Julius Malema Nhlanhla Lux and Cassper Nyovest Theyre all just a distraction for Natives They just use different mediums to attack your mental faculties,unknown
3805, Dude they ask quetions The interview process is strict and not easy Both the man and the woman undergo different interview same day same time Been there done that Its aint no easy My st galfwend ever in RSA n happily married to her We are foreigners all not the same,unknown
3806,They promote nhlanhla lux to destroy jujujust for our love and hate of foreignersyall been played again like  years aho,en
3807,  It seems like you know some facts on those restaurants malema visited where there illegal foreigners found Please enlighten me,en
3808,  COJ gives out elctricity to so many lodges in Randburg by knowing g that they illegal foreigners using false ID or like this one is a deceased SA citizen This pig evicts paying tenants at  am because a Nigee offered him double   ,unknown
3809,   I think these illegals must understand we not against foreigners we against ILLEGAL FOREIGNERS if you jump through border enter illegally you disrespect us as SA from entry point as an illegal you can only get work thats illegal that harms us ,en
3810,According to eff the million was supposed to be in Cuba by nowi thought nhlanhlalux is the only one making u sweat now is AfriForum  ,en
3811,    No comments are going to present a better point of view for your argument u illegal foreigners are here by breaking the law showing no respect to the justice system of South Africa we said illegals must Tsek not foreigners ILLEGALS boetjie ,en
3812,Phambili with Nhlanhla Lux  ,zu
3813,So basically EFF is doing what Afriforum is doing Afriforum is taking EFF to courts now EFF is accompanying someone to open a case against Nhlanhla Lux,en
3814,For rentalAround Polokwane Turfloop and surrounding areas sepedibapedi SkeemSaam OperationDudula sabcnews blackbusiness  ,om
3815,   I hope you understand ,en
3816,Operation Dudula is a political party that will contest national elections ,unknown
3817, Super dum to think that jobs will be created by chasing all illegal foreigners ,unknown
3818,Honestly it wont take much for Nhlanhla Lux to become president,unknown
3819,  Stay out of politicsa shoe too big for your feet,unknown
3820,VoetsekEFF OperationDudula  ,unknown
3821,  Those poor People that sells Vegetabkes on our Township Streets are the ones Selling our Kids Drugs and are the ones driving the harshest crime so we start by tackling them,unknown
3822,             Today they wanna call OperationDudula a vigilante group when they failed to implement simple policies and laws,en
3823,   did you Run tbat Construction Company that Hires Foreighners Then we need to be Visited,unknown
3824, Youre a bafoon wena san scared of whites The tables will turn amp youll be busy masquerading as a victim when that time comes,unknown
3825,  I do not Blame yoj for that Bitterness runs in your Blood and it does not matter where you attended school what is important is How wise and how Much UBUNTU was instilled in you as an African,unknown
3826,Im waiting for their masters in Cape Town to come and rescue Nhlanhla Lux from the house breaking and assault case Lets kick the OperationDudula dogs until the owner comes out ,unknown
3827,We are behind you nhlanhla lux Retla kopana teng Dobsenville,unknown
3828,   Hes a threat,unknown
3829,       I am your StepFather  ProBlack   Strategist Illuminated  I am the End of Your Operation Dudula,unknown
3830,   You qualify to be a member of White A lickers OperationDudula ,unknown
3831,"      Do not hold a light up candle  in a room where there is light  

BlackSlave",unknown
3832,"      I love it too  mara  start it with Boers  

Goooo to orania  a no Black Zone in Sa  Gooooo to Phoenix where Indians had a pleasure to kill Sa  like in Movie ",unknown
3833,"Cant wait to see White racists in Cape Town jumping to save Nhlanhla Lux Kick the dogs until the owner comes out
ArrestNhlanhlaLux EFF Julius Malema ",unknown
3834,"Dear   and everyone whos supporting the OperationDudula  If you really care about PutSouthAfricanFirst go first and deal with the Indians in Phoenix  if you think that you are men enough  Mara You will never  

So Please stop distracting  ",en
3835,     Dear  if you think you are a man enough  I dare you to a face to face on   On all the africans ancestors  Let me have the honor to undress your OperationDudula,unknown
3836,    wa thoma Warra ,sw
3837,votsekEFF PutSouthAficansFirst OperationDudula nhlanhlalux Come  come Votsek EFF votsek ,unknown
3838,OperationDudula criminals needs to be arrested all of them for harassing poor Black people Azikhale ,unknown
3839,And these establishments go for foreign nationals because they want to short change them and people turn around and say South Africans are lazy when they want to actually exploit foreigners ,unknown
3840,That illegal immigrants Policy you implemented in your party is not good you going to regrets this South African people hate the way you address immigrants issue  ,en
3841,Mmusi was never relevant from being a vocalist to white people now trying to be a paster to illegal foreigners,unknown
3842,Our country needs you nhlanhlalux,unknown
3843,"Kenyaka go bula skolo sa go ruta ma Zimbabwe go tlola rollon before reba deporta crash coursenyana
OperationDudula 
OperationFiela 
PutSouthAficansFirst ",unknown
3844,  While your own people are hungry You want the government to take  million and feed foreigners Until when are we going to pay the debts we owe these people that helped fight apartheid,unknown
3845, Especial the Fiela  DuduLa operation,en
3846,Shit Politicians dont care what illegal immigrant do to u All they are about is their relationship with those countries,en
3847,"MDS Project Electricians Gate Motor Installation
Get in touch    
 
Entrepreneur Malema Nhlanhla Lux Didi ",unknown
3848,  He must let the OperationDudula do the Lords workthe ANC has failed it people,unknown
3849,"  The is a building at JhbCbd corner Delvers amp Commissioner street we call it Malawi house Only Malawi stay there

And our own South African just next to Farady stays at squatter camp PutSouthAficansFirst nhlanhlalux",unknown
3850," Antimony Rd Clayville Olifantsfontein 
Mall of Thembisa

kwesta nhlanhlalux ",unknown
3851, Than our president,unknown
3852,These operation dudula thugs must be taken to the cleaners for doing this ,unknown
3853,"  Mmusi why you protecting foreigners 
Do you have business outside the country
Do You have foreigner that you do business with them
You people staying in high walls  dont feel what Kasi and street people feels and experience everyday",en
3854,It doesnt make sense to speak of illegal foreigners and only refer to Africans only one has to ask themselves about those Europeans who are not documented And had access to our country without valid visa permits  but Ill create a space one day to address such issues,unknown
3855,OperationDudula PutSouthAficansFirst Afriforum Solidarity Looks like these are our only hope,unknown
3856,    Im pretty sure even me as an umhlungu can find my myself a malumes brothers cousins sisters aunts neighbours uncle that fought alongside with MK bla bla fight u may but it will end the same you foreigners will leave ,en
3857,     Recover we did our freedom and unity thereafter is proof and removing illegal foreigners proves we even stronger that which threatens the family first must go Cancer must be removed completely b it takes a life  ,unknown
3858, Operation dudula activist,unknown
3859,I am back some foreigners got my account suspendedThe truth hurts ,unknown
3860,  Facts ,unknown
3861,  Why does it matter,en
3862,OperationDudula and PutSouthAficansFirst fighting soft targets look at this ,unknown
3863,  I am ,unknown
3864,"Nhlanhla Lux
Home Affairs 
OperationFiela
Mxm
I need my books 
They says the staff is on strike UNISA in Florida JHB  ",unknown
3865, And we trust them to fight crime This is disgusting tlhe OperationDudula OperationFiela ,unknown
3866,   You read itdoes it say foreigners are blacks only,unknown
3867,Police vans and taking money from foreigners Whatsup with this pattern,unknown
3868,   ,unknown
3869,"  Lux is concerned about undocumented foreigners Even undocumented Chinese were deported i dont know what are you talking about Well talk about Africans when South African government put its citizens st
White foreigners have documents",unknown
3870, We only just begun ,unknown
3871,  Your Utterances Are Highly Appreciated by those who cannot fight for themselves our struggle as South Africans Continues We will fight against illegal immigrants in this country until their original countries are fixed amp they go back EFF amp ANC shall get votes from Foreigners,en
3872, Nhlanhla lux is a legend  OperationDudula,unknown
3873,   So you consider illegal foreigners a little controversy,unknown
3874,   Does it say foreigners are blacks only,unknown
3875," Thank you Putsouthafricafirst
                   Operationdudula
                   Operationfiela
Now the Country soon will be singing one Song  Stop Calling South Africans Who cares about the Countries well being Vigilantes we are tired of being undermined",unknown
3876,Nhlanhlalux Bongani stOfApril EyntwenMedia CRBankStatements ,unknown
3877,Nigerians are in power here in Kempton Park voted by SAPS and inaugurated by the ANC government and its president OperationDudula is the only solution we have ,en
3878, ANC government must just accept that they have failed to run the country effectively and efficiently illegal immigrants are destroying everything like ants destroying grass while they busy stealing public monies and infighting within the ANC  Best thing to do is to surrender ,en
3879,"Donkey biltong is gaining popularity in the SA market with other countries like China having joined long ago 
Would you eat Donkey Biltong

farming farm Nhlanhla lux operationFiela Kempton park Themba Zondo Bongani Zondo Thash mashaba Ndebele Mbeki mmusi Khayelitsha JHB ",unknown
3880,"There is a YouTube channel profiling small scale farmers in South Africa  subscribe amplearn from their stories 

farming farm Nhlanhla lux operationFiela Kempton park Themba Zondo Bongani Zondo Thash mashaba Ndebele Mbeki mmusi Khayelitsha JHBTraffic ",unknown
3881,    You are the one mistaken Those self employed foreigners took away the very jobs self employed locals had They brought no new business just copied everything self employed locals were doing Street vending general work carpentry car shops nothing new locals couldnt do,en
3882,"From college dropout to supplying  top retailers with Veg Sthembiso dropped out of agriculture college due to finances amp started farming

farm Nhlanhla lux operationFiela Kempton park Themba Zondo Bongani Zondo Thash mashaba Ndebele Mbeki mmusi Khayelitsha JHBTraffic ",unknown
3883,"From college dropout to supplying  top retailers with Veg Sthembiso dropped out of agriculture college due to finances amp started farming

farm Nhlanhla lux operationFiela Kempton park Themba Zondo Bongani Zondo Thash mashaba Ndebele Mbeki mmusi Khayelitsha JHBTraffic ",unknown
3884, The toy soldier is already insulting OperationDudula so we might aswell wait to see what Ramaphosa will doJulius yena cant breath,unknown
3885,"From Frank Mathsas farm to your dinner tables Frank is farming various vegetables amp sells to local stores in Limpopo 

agriculture farm Nhlanhla lux operationFiela Kempton park Themba Zondo Bongani Zondo Thash mashaba Ndebele Mbeki mmusi Khayelitsha JHBTraffic ",om
3886,   Stupid question Foreigners are not a problem in this country the problem is the illegal foreigners Stop exposing your ignorance in public unprovoked,unknown
3887," OperationDudula
PutSouthAficansFirst are giving this guy sleepless nights",unknown
3888,Nhlanhla Lux is a true leader believe me,unknown
3889,Who is he to question what OperationDudula doesWhat did he do when he was the ANCYL to empower majority of South Africans who were Youth at the time ,unknown
3890,Go operation dudula goo ,unknown
3891, wena OperationDudula Nhlahla Lux EFF pleasing Foreigners You really got paid wellbut i suggest you stay on your lane and continue tweeting mdidi and provoking innocent people you know nothing about politics mshana What are Nhlahla Lux objectives if i may ask,unknown
3892,Our Interim Government OPERATION DUDULA,unknown
3893,I had a Malwian guy who cleans my yard to satisfaction but since OperationDudula I am employing the venda guy Ill be patient with him to clean well ,en
3894,Owning the economy doesnt start big it begins with the little things like township economy OperationDudula,unknown
3895,    can you read through this and assist It is sad that a womans life in SA is worth close to nothing ,unknown
3896,     I told him that his church is going to be empty as soon as we start deporting undocumented foreigners  ,unknown
3897,This is Premier League without foreigners ,unknown
3898,When is the  debating operation dudula and others  ,unknown
3899,Wheres  PutSouthAfricaFirst havent seen her here in a whileits  OperationDudula this that and the other or is it DudulaMovement ,unknown
3900,    He blocked me for telling him that and that his church will be empty as soon as they start deporting undocumented foreigners,unknown
3901,OperationDudula and PutSouthAficansFirst have replaced the eff,en
3902,"Marriage south africans OperationDudula BBMzansi
Dont leave the person who really love you  for the person you love  ",unknown
3903,"Happy Holiday my people

Please dont forget to place your orders Ill be around Senwabarwana this weeknd

 kg PURE RAW ORGANIC HONEY R
g PURE RAW ORGANIC HONEY R

SWEETPOPS BEEKEEPING EXPERTS 

FROM THE HIVE TO YOUR HOME 
OperationDudula ",en
3904,"yr old award winning farmer from EC farming both crops amp animalswatch his story 

agriculture President Cyril Ramaphosa WhatsApp Nhlanhla Lux Connie Zari Eminem North West Rethabile SpongeBob Harry Potter Tulz Gauteng Bafana Bafana OperationDudula ",en
3905,"I can walk in the streets of Soweto and asked a yrs old that who is NHLANHLA Lux n I wont get a response

Stop thinking bile  ",unknown
3906,"You can say what you wanna say but Nhlanhla Lux is trending above your president 
 ",unknown
3907,Nhlanhla Lux amp the whole team of PutSouthAficansFirst amp OperationDudula ke boss if he was running for presidential vote I was gonna mark my cross next to his face Lets reclaim back our country,unknown
3908,Yoh you can see in all EFF rallies its all illegal foreigners,en
3909,  I see Nhlanhla Lux is causing soo much pain to the so called representatives of the poor masses,unknown
3910, This driver must be arrested as you can see he knew what he was doing They employ foreigners as truck drivers and look now,en
3911,    I still dont understand why your stupid OperationDudula glorifies Whiteness this much White people you Applauding today killed millions of our people we are living in filthy squatter camps today because of them we are a sad nation with no future plans because of them ,unknown
3912,  Yep the media labels us as xenophobic whereas their owners profit from cheap Labour and the expense of SAns and those illegal immigrants,unknown
3913,    They must milk them They must learn the hard way that being in SA is a privilege  not a way marginalise locals because they immigrants agree to super low wages ,en
3914, Especially those leasing out dwellings to foreigners  Cosmo City Diepsloot and everywhere else We cant lose our sovereignty over rent money ,en
3915,     They must go file papers in Harare Were here to stay as SAns OperationDudula PutSouthAfricansFirst ,unknown
3916, We are with operation dudula sorry not available,unknown
3917,"It must be louder about operation dudulawe have been ingnored enough in this country
OperationDudula
PutSouthAficansFirst ",unknown
3918,Nobody is gon convince me that what Nhlanhla Lux is doing is wrong just bcos media is giving him time If Lux is tackling illegal immigration and all that comes with it and others are tackling land issue and corruption I see nothing wrong with that,en
3919,Nhlanhla Lux and Operation Dudula must address the youth about this this This is embarrassing ,unknown
3920,Bongani Mkongi spoke back in  but there was no political will to take action against the influx of illegal immigrants Now its reached boiling point The very human rights groups were quiet and some didnt even exist when the illegal immigrants took over our cities ,unknown
3921,Youre very quick to call Africans foreigners in South Africa when they caught in the wrong side of the Law but yall keep quiet when Europeans are brutally killing Black people in the Farms You dont call them names instead you go and suck their A   ,unknown
3922,Ladies amp gentlemen No manga manga business OperationDudula ,unknown
3923,Nhlanhla Lux and Operation Dudula must address the youth about this this This is embarrassing ,unknown
3924, Remember we have many of those illegal immigrants in this country who pride themselves to live in this country legally while no hospital birth records could prove  amp also the department of home affairss documentation system loopholes had to be attended to,unknown
3925,  If they were legal immigrants and were humble and Id we werent experiencing aggravated crime as SAns we would be more hospitable to them manje ke aygubhe ,en
3926," Good morning DP I share your sentiment on the issue of sending illegal immigrants back to their respective countries 
However I further encourage your party to look into many who got SA identification documents illegally over the years also to be persuaded",unknown
3927,OperationDudula and PutSouthAfricanFirst labona ,en
3928,  The composer of the post seems like an illegal immigrant  azkhale ,unknown
3929,This power breakfast is boring now days due to presenters that are buyers and defending foreigners who are undocumentedPOWERBreakfast ,unknown
3930,If that nhlanhla lux boy doesnt go Robertson in WC I will know without a shadow of doubt he is committed to Stellies MafiaThe Return Boys and not SA,unknown
3931,  African hate themselves with passions,unknown
3932,"Abo  my friend from Ethiopia at my hood are selling weed over the counter in one shop at R R R amp R and its all normal
HumanRightsDay
PutSouthAficansFirst 
OperationDudula ",unknown
3933,"I really dont want to liar I dont respect you All Kaffirs even to Natal must be subdued their lands conquered
from them and they themselves made Servants  Urge the active people to
arms there is nothing now for it but an attempt at extermination nhlanhlalux History ",unknown
3934,"PutSouthAficansFirst 
OperationDudula
ForgottenCitizensOfSouthAfrica ",en
3935,"PutSouthAficansFirst 
OperationDudula 
ForgottenCitizensOfSouthAfrica ",unknown
3936,  Fuking well said high five for that In fact this removal of illegal foreigners is fast achieving what no political party has achieved in history IT IS UNITING US AS BLACK AND WHITE MAKING US STAND TOGETHER ,en
3937,    You mean Jan Van Reebeeks ancestors Because Natives ancestors dont trust him hes a CyrilLite,en
3938,Our youth jus go to the streets  and do as they please southafrica operation dudula is a ticking  time bomb economically  political  and personally be aware hope our police are ready  hunger and poverty wil push people to their limits and it wont be nice or easy ramaphosa wakeup,en
3939,Satafrika how is everyone  lwould love to appeal to the south African government  as a concerned  citizen that why is our government  quiet about this dudula operation do u guys see that this is a ticking time bomb are u aware do u have ears and eyes in the streets or u letting,en
3940, Attacked by all media houses and most of ministers kamo the politicians who are benefiting from the chaos caused by undocumented foreigners kamo the foreigners themselves yeeeeiiii ku ruff shame but asipheli moya,unknown
3941,Stupid white puppet Nhlanhla lux and his paid promo OperationDudula ,unknown
3942,  And the worse part the very same Mashaba is gonna hand over our votes to DA which want foreigners to stay NGEKE,unknown
3943,  Indololwane myeke iyeza i operation Dudula ,zu
3944,   Despite our dire economic straits as a country I think wed be more accommodating to foreigners IF were werent facing a barrage of aggravated crime locals being sold illicit goods and being kept out by asylum holders  from trading in the informal sector ,en
3945,   Theyre gonna say its OperationDudulas fault The media included hypocrites those ones ,en
3946,Not all heroes wear capes NhlanhlaLux,en
3947,  Stay on your line Operation Dudula  but with drug dealers be careful my brother I follow your trends by if you investigate drug lords you wont see  I bet this ring is bad as taxi industry My opinion,en
3948,"We  Manufacture and install Aluminium windows doors gates etc
Contact  for a quotation

Cassper  Nhlanhla lux  Biggie  aluminium ",en
3949,Nhlanhla lux we are behind you my brother,en
3950,  anc will long be out of power when this foreigners step out,unknown
3951,    Never again shall we ever elect people who have lined their bellies for years ANC DA and EFF Look how Langa and Khayelitsha havent transformed ,unknown
3952,   Yep I have hope that change is coming,en
3953,  Police always calling the community to work with them but when Operation Dudula spot something amiss the police dont wanna do their jobwhat a shame ,en
3954,Operation Dudula must visit this farm and deal with the farmer who is hiring illegal foreigners ,en
3955,   Is it me or are we actually now in an era where the government is being harried by the citizens The days of the citizens of being understanding are gone My biggest concern still lies in the rural areas ,unknown
3956,"Nhlanhla Lux can also come to Rabie Ridge So called Sugar Houseits on the main Rd opposite the old Chicken licken

Dont say I said",en
3957," Wena  
You dont have stan plek
operationdudula
South Africa ",en
3958,"Set a reminder for my upcoming Space 
Nhlanhlalux Kiernan",en
3959, Zimbabweans are so disrespectful  PutSouthAficansFirst OperationDudula ,en
3960,I wanted to add that holomisa holds no powerthe people will continue protecting this countrynot attacking foreigners but making sure that there is law in this country ,en
3961,"Happening Now Kopanang Africa Against Xenophobia goes to the high court to challenge JMPDs decision to ban AntiXenophobia march on HumanRightsDay  The movement received threats from OperationDudula KAAX 
asijiki ",en
3962,Foreigners are fighting foreignersyou still on locals   ,en
3963,OperationDudula PutSouthAfricanFirst my gooot ,unknown
3964,Bongani is always siding with illegal foreigners if not he is against the elders He must go and join Ukhozi or umhlobo wenene We dont want a lawless country like him,unknown
3965,That man dropped his child at school with a hijacked car and ten triple one was on his ass  him and Nhlanhla Lux are father a real gangster fucc Collins Chauke and mashobane,en
3966,  ,unknown
3967,While we were having lunch eMaboneng sabona march ye OperationDudula sayeka nokokutya sayo Joiner  ,zu
3968,   Bathong go bakwa Eng,tn
3969,This SowetoDrugs story and the killings is something what a mess  kanti go e tsa galang ko kasi bjanong,tn
3970,I met a South African lady who is on the till at a grocery store    Very friendly She has BSc in engineering You tell me South Africans are lazy OperationDudula,en
3971,PutSouthAficansFirst and OperationDudula will make this guy loss his mindmofeng champopo banna ,en
3972,Lot of farmers are hiring illegal immigrants  labour departments is not doing much ,en
3973,We cant be nice to illegal foreigners For what Breaking the law ,unknown
3974,"     Its not hatred we have an exodus of immigrants who arent coming with good intentions
I have had a few colleagues from Nigeria medical professionals who in turn never want to set foot back citing overcrowding and poverty 
Maybe u only need to export perfect individuals",en
3975,They call xenophobic when we comment about foreigners ,en
3976,OperationDudula is unshaken shame,en
3977,PutSouthAficansFirst OperationDudula we are hard at work ,en
3978,  All foreigners willing to help our cowntry are welcomeblack and whitethey can even get a citizenship for all we carewe hate usless foreigners,unknown
3979," Read this morethan  times maybe it stick in your hug and read it loud
operationdudula
South Africa ",en
3980,"Foreigners comes first in this countryI dont see foreign loves crying about the situation at Robertson famsforeigners have a right to fight for jobs in south afrifa but we are not allowed 
PutSouthAficansFirst",en
3981,"Did you know that you can now enjoy donkey meat biltong Donkey biltong is gaining popularity in the SA market with other countries like China having joined long ago 

agriculture Farm farming DJSBU Tino DalinguweVideo Markram Operation dudula  Public Protector AmaZulu ",unknown
3982,"There is a YouTube channel profiling small scale farmers in South Africa  subscribe amplearn from their stories

farming agriculture Farm farmingtwitter DJSBU Naked dj Nadia Al ahlyl Amazulu Lindiwe Kaizer chiefs Master KG Operation dudula baba Nonku ",unknown
3983, Papa osele le wena that thing never run out in my family Including cheese those foreigners dont like that commodity hahaha ,unknown
3984,Never seen Julius Malema and his chronicles threatened like this OperationDudula PutSouthAfricanFirst,unknown
3985, There a war looming a fight for jobs and scares resources government will say they were not warned  informed  OperationDudula PutSouthAficaFirst ,unknown
3986,"This is total disrespect from illegal immigrants The Tripartite invited this nonsense for the  years and now we have to end this madness
PutSouthAficansFirst ",en
