id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
6496," Gape le wena you are not a south African papa.  O busy say foreigners  must  go, but you  are one of them  sis.",1,0,0,0,0,0
6497,     I merely responded to a lier whose hatred of foreigners is beyond redemption. Then I had to deal with liers' cheer leaders like you. There's nothing to do a reflection on honestly if you can apply your common sense. That is if you have got one.,0,0,0,0,0,0
6498,Some vertical integration making my own charcoal in Polokwane and sorting out the same in Namibia. Met some very bright young men in Plk producing charcoal with Almost nothing and invested in them will scale them up rapidly from 100kg a day to 3 tonnes a day.Foreigners they say,0,0,0,0,0,0
6499,"Mashaba and his people are a joke. I mean, the man is on the sidelines and the owners are taking center stage. They hate black foreigners and like white foreigners.They dont want black people to get their land back. What do they stand for besides hate towards black people?",1,0,0,0,0,0
6500,  How are you burdened. Does the fiscas have a budget allocation for immigrants or are you looking after some? 🤔,0,0,0,0,0,0
6501,"You forget even if Land is expropriated under ANC n EFF, normal SAfricans won't be benefits from such project

You will have to bribe officials to get Land

Truth is foreigners will get Land ahead of SAfricans ",0,0,0,0,0,0
6502,"We will deal with issue of Land after we resolved high unemployment rate,high influx of foreigners,corruption and inequality

In the current climate expropriation of Land without compensation won't benefits us but politicians and foreigners

SAfricans will be at end of the queue ",0,0,0,0,0,0
6503, Do they subscribe to the notion by Action4SA &amp; Patriotic Alliance that illegal immigrants are responsible for the problems in SA &amp; as such removing them from the country should be prioritised? PowerTalk,1,0,0,0,0,0
6504,"I fully support Botswana

This is great initiative

Batswana must be considered first before foreigners nothing wrong with that ",1,0,0,0,0,0
6505,"  ""IMMIGRANTS WITH NO PROPER DOCUMENTS TO BE IN THE REPUBLIC""1",1,0,0,0,0,0
6506,    Why are you all pretending as if immigrants came to say yesterday. SA has always has immigrants since the time of apartheid. Why didn't you advocate that they live in camps then?? 🤔,1,0,0,0,0,0
6507,"      Whenever an immigrant is arrested for stealing rail line or cables, it's circulated all over social media creating an impression that they are the only destroying infrastructure. Yet more SAns than immigrants have been arrested for the same crimes but denialist blame immigrants.",0,0,0,0,0,0
6508,"    There's something fundamentally wrong with people like you who are so hell bent on accusing illegal immigrants or ""foreigners"" for causing all sorts of problems in SA as if South Africans are saints when it comes to all these accusations you making.",1,0,0,0,0,0
6509, SAns has this tendency not to complain  where as foreigners exploit every chance to make money in this country.,1,0,0,0,0,0
6510,Sebe Nkambule is defending illegal immigrants as usual ,1,0,0,0,0,0
6511,"She's just playing dumb,she knows such laws prevent foreigners from occupying those jobs

That's EFF mentality ",1,0,0,0,0,0
6512,"    I am challenging all those who are saying ""foreigners"" must leave SA to stop employing them, to stop supporting their businesses in any form or shape, to stop sending their kids to schools that employ non-citizens, to stop renting out their backrooms to them etc Let's see!",1,0,0,0,0,0
6513,We are being called self hating xenophobic morons by EFF corrupt ANC DA and media for demanding South Africa enforce and implement same laws by banning foreigners from participating in informal economy ,1,0,0,0,0,0
6514,"Dear RSA President Cyril Ramaphosa 

Look at what other countries are doing to save jobs for their own citizens. We can not complete for an entry level job with foreigners. This is our only home.

Yours Faithful Citizen
🇿🇦🇿🇦

PutSouthAficansFirst

 ",1,0,0,0,0,0
6515,  2. The issue of illegal immigrants in SA can not be resolved through hate &amp; violence. People have lost lives in the past years through xenophobic violence &amp; we don't wish to see happening again.,0,0,0,0,0,0
6516,"Truth be told both EFF and ANC were both punished by voters

ANC paid heavy price at the polls for their corruption,lawlessness and betraying SAfricans in favour of foreigners

EFF Paid heavy price for their pro immigration stance and open borders policy",1,0,0,0,0,0
6517,   One minute immigrants are accused of just sitting &amp; enjoying free basic services &amp; then next they're accused of taking jobs &amp; business from citizens. These PutSouthAfricansFirst people are a confused lot.,0,0,0,0,0,0
6518,"You seem to use South Africa as a scapegoat to justify influx of Zim illegal immigrants to SA

We have nothing sanctions

Truth is sanctions were imposed mainly on Zanu-PF leaders not on Zimbabwe

You must fix your country and stop blaming South Africa for Zimbabwe problem ",1,0,0,0,0,0
6519, ACTIONS needs to partner with any party that truly and publicly denounces the acceptance of foreigners being employed when competent South Africans are unemployed. They should start getting rid of foreigners who are teaching in our schools when South African teachers are ignored.,1,0,0,0,0,0
6520,Lest we forget EFF demanded 40% of SA Jobs be given to foreigners in a country which has highest unemployment rate in the world,1,0,0,0,0,0
6521," Judging by the reaction of Cyril during the previous attack on illegal African immigrants, the ANC feels that they are indebted to the continent to the expense of the country and its citizens. Cuba is also a burden to us as if we owe them anything so don't count on the ANC/SACP.",0,0,0,0,0,0
6522,"Come 2024 Action SA is likely to overtake both EFF and DA

Recent elections were centred mainly on high unemployment rate and high influx of illegal immigrants

EFF will stuck on that 10% if it continue to champion pro immigration stance and open borders ",0,0,0,0,0,0
6523,Foreigners ,0,0,0,0,0,0
6524,"Pity Mashaba and EFF will never find common ground on illegal immigrants bcos Action SA wants to secures the borders, stop illegal entry,accepts only skillful migrants and  deportation of all illegal immigrants while EFF like ANC believes in open borders ",1,0,0,0,0,0
6525,"ANC must be removed,it must lose power but DA must be prevented from taking over the country

ANC has neglected, betrayed and sacrificed SAfricans in favour of foreigners

Of course EFF and Action SA must find common ground provided EFF reconsider its open borders policy ",0,0,0,0,0,0
6526,"Zimbabweans and all foreigners living in SA are not subjected to such restrictions bcos South Africa is free for all

Rule of law is not being enforced because your pushing brotherhood n continental unity ",1,0,0,0,0,0
6527,"Stop spreading falsehoods

Who was working in those restaurants before the influx of foreigners

Stop being stupid ",0,0,0,0,0,0
6528, Lucky Dube was killed by his fellow citizens who mistook him for a Nigerian. Wena uzobheda lana blaming illegal immigrants. What did you smoke so early in the morning? 🤔,0,0,0,0,0,0
6529,"South Africans also don't have food

We are destitute and struggling to make ends meet

We are also being marginalised and sacrificed by ANC government in favour of foreigners

We have highest unemployment rate in the world ",0,0,0,0,0,0
6530," 1. S'fiso Mhlanga
2. Ludwe J Gxowa
3. Mbuti Mabe
Are you saying all these people are illegal immigrants from Mozambique? 🤔",1,0,0,0,0,0
6531,"Whose fault is this?

Go and demand investment in matebeland n fight tribalists shonas

Our stance remain that Zimbabweans must go home and rebuild their country

We can't rebuild our country while still having millions of illegal immigrants in our country ",0,0,0,0,0,0
6532,"We are clearly at genuine crossroads

We have no choice but to remove ANC from power to rescue our country from total collapse and possible takeover by foreigners",0,0,0,0,0,0
6533,  It is that level of arrogance that cultivate hatred towards foreigners.,0,0,0,0,0,0
6534,So if citizens collectively agree that indeed illegal immigrants &amp; or foreigners are the main cause of SA problems. What then is stopping from supporting all these establishments. Why do you keep on buying from the Spaza shops if Somalians are selling fake goods?,0,0,0,0,0,0
6535,Small Street in Joburg is a hive of activity with people buying left right &amp; center. The Chinese Malls are always full yet the employ &amp; exploit the very same illegal immigrants. The Ghanaian &amp; Nigerian saloons are always full. The tailor from Malawi is always busy.,0,0,0,0,0,0
6536,"ANC is essentially last kick of the dying horse

By 2024,ANC will be opposition party and thereafter ANC leaders must be charged with treason for auctioning our country to foreigners",0,0,0,0,0,0
6537,"  Wrong narrative, we as people are fed up and won't cry for help from the ANC but the competent individuals who's priority is not corruption. The ANC said nothing about illegal immigrants and killed the scorpions to pursue your criminality freely.",0,0,0,0,0,0
6538,Kyafana nje. The foreigners can easily get citizenship ,1,0,0,0,0,0
6539," What’s even more heartbreaking is you have illegal  foreign business employing illegal foreigners in South Africa that cannot be normal, SA as the host country and its citizens is not benefitting.",1,0,0,0,0,0
6540, Unprovoked 💪🏾,1,0,0,0,0,0
6541,"  I always argued that SA 🇿🇦 is more of rugby nation or even a golf nation than a soccer nation... numbers dont lie 🎯

We have more soccer fields than rugby fields &amp; golf courses put together but we produce the best international golfers/rugby players compared to soccer players 🤦🏾‍♂️",1,0,0,0,0,0
6542,"Believing in myself is my religion, hard work is my Bible/Quran, my heart is my church/mosque - happy SUNday and every other day under the SUN ☀️🙏🏽

May the universe always conspire in your favour ❤🤝🏾 ",1,0,0,0,0,0
6543,"   But what about the businesses and industries, any incentives? Cyril was quick to incentivise and romanticize the unemployed including the foreigners instead of diverting such resources to rescue eskom. No world engineers will save us, this is worse than apartheid.",1,0,0,0,0,0
6544, You turn reality on it’s head. Countries benefit accepting immigrants. Imagine Palestinians welcoming Jews returning from 2000 years of persecution instead of hating fighting killing them🥺🙏🕎✡️🇮🇱HaShem isn’t amused. A realist knows HaShem laments and isn’t a bystander🙏😷😊,1,0,0,0,0,0
6545,You turn reality and humanity on it’s head. Countries benefit by accepting immigrants. Imagine Arabs “Palestinians” welcoming Jews returning to their homeland from 2000 years of persecution instead of hating fighting killing them🥺🥺🙏🙏🕎🕎✡️✡️🇮🇱🇮🇱HaShem isn’t amused🥺🥺 ,0,0,0,0,0,0
6546,"Thank you   for a great fundraising golf day. 

CSO was raising funds for their community security programs - what are YOU doing to make your community a better and safer place? 

activecitizens
newageleadership ",1,0,0,0,0,0
6547, 🎯👊🏾👊🏾👊🏾,1,0,0,0,0,0
6548,"   3. I live in a area where most, if not all, of the people caught by our security personnel committing crime are locals because there is just a tiny population of ""foreigners"" who are mostly professionals &amp; business people.",1,0,0,0,0,0
6549," Only 5% of Immigrants account for restaurants according to the department of labour,  meaning South Africans still in those jobs. South African job market is not absorbent anyway even if you deported everyone tomorrow",1,0,0,0,0,0
6550,"   2. Factors that influence ""foreigners"" to commit crime are the very same factors that influence locals. The difference in numbers is becoz ""foreigners"" are just a tiny fraction of the local population.",1,0,0,0,0,0
6551, Its because  will push foreigners out n  want the land,1,0,0,0,0,0
6552,     Nah with Foreigners the driver would be dead.,1,0,0,0,0,0
6553,"  I subscribe to the notion that crime knows no nationality, race or gender. If we are to go with the narrative of the xenophobic ones, yes there are immigrants who commit violent crimes but suggesting that they commit most of the crimes is nothing but dishonest &amp; foolish.",1,0,0,0,0,0
6554," I'm not sure why U wish Ill upon me. Firstly I don't support illegal immigrants. I have been a victim many times. 

It Just not ok to say Simphiwe Dana deserve losing her cars where's we should be challenging our government to do better.",1,0,0,0,0,0
6555," They are not,they love and value their country men so much to protect them from outsiders. Let them be,how i wish SA could adopt their immigrants the same.",1,0,0,0,0,0
6556,"How can people be so cruel? Rejoicing that Simphiwe Dana's car has been stolen is evil. Honestly. 

Her supporting foreigners doesn't mean she deserve this. People have no shame.",1,0,0,0,0,0
6557,  Illegal immigrants,1,0,0,0,0,0
6558,  ❤🇿🇦🙏🏽,1,0,0,0,0,0
6559,  🙏🏽🙏🏽🙏🏽❤🇿🇦,1,0,0,0,0,0
6560, The issue on illegal immigrants - started in 1994- since the ANC took power- please hold them accountable- for 27 years of corruption &amp; mismanagement...,0,0,0,0,0,0
6561, You will find ignorant people referring to their blood  brothers who were settled next to them in one village foreigners/alliens because of the white man who came to Africa and drew invisible lines that divided that village (making it to be in 2 countries) afew hundred years ago.,0,0,0,0,0,0
6562," True boti the minutes we talk about foreigners, we are xenophobic 😏😏😏",0,0,0,0,0,0
6563, 🎯🇿🇦,0,0,0,0,0,0
6564, ✊🏾,0,0,0,0,0,0
6565,  You brought slavery in our SOWETO stop misleading us,0,0,0,0,0,0
6566,  🙏🏽,0,0,0,0,0,0
6567, But these are Malema's exact words. He wants foreigners to come in legally,0,0,0,0,0,0
6568,"  Post that picture with me and Johan Rupert, prove how gullible you are. 

Did u even verify if that is Johan Rupert or his wife in the pic? 

Shame how our pple fall for these political traps, they know u dont read/research- ke sono shame... what's wrong with us vele?",0,0,0,0,0,0
6569,"  This is where you come in to selflessly protect them the same way we young people protected thousands of our pples jobs at Maponya mall against looters who shot at us with live rounds.

Let's not find excuses to lose let's find reason to win brother.",1,0,0,0,0,0
6570,"   The same dudula that holds executive meetings at my house, the same dudula that I contribute time and money 2, the same dudula I assist with transport at activations? 

Or maybe theres another dudula?

What's your personal contribution towards dudula?",0,0,0,0,0,0
6571,"  That's why you tweet and I get real work done. Keep tweeting and I'll keep working👊🏾

Whether you love us or hate us whats nice is that you are also a beneficiary of  our leadership regardless👊🏾",1,0,0,0,0,0
6572,"  After closing down a few, human rights commission took us to task and we found ourselves isolated without any support from any1 or any groups from Soweto. We got humiliated called names on national TV... we still at it tho... at the end, South Africans🇿🇦 will win🤞🏾",0,0,0,0,0,0
6573,"  Dont racialise the importance of protecting your community brother.

Fact: most black pple dnt own businesses, must we therefore force white/indian/asians from owning business?

We must stop using white pple as a measure of success, we must invest in our own community security⚔",0,0,0,0,0,0
6574,"   Well, honestly me and you know that South Africans can't raise this issue without being called xenophobic by privileged South Africans, populist leaders and foreigners. Look at Herman Mashaba. He is being labeled xenophobic for demanding that immigration laws be followed.",1,0,0,0,0,0
6575,"Amos Masondo and Parks Tau literally surrender COJ to foreigners and they deliberately turn blind eye to all shenanigans happening there

All this lawlessness, crime and hijacking Of buildings happened under Masondo and Parks Tau did nothing",1,0,0,0,0,0
6576,"South Africans are equally exploited and abused, so if we use exploitation as uniform for this discussion we should bring all the facts to the table,  yes we need immigration reform but let's be fair in our analysis without hiding our epithets against immigrants. ",1,0,0,0,0,0
6577,"They are all working at restaurants,retails, warehouses and factories around Brooklyn and Menlyn

It is quite sad, heartbreaking n painful that our sisters are sitting at home depressed and frustrated while foreigners are doing Jobs that should have done by them ",1,0,0,0,0,0
6578," I thought this was a mature conversation never did i imagine possible conflict. 
Nonetheless, go back to your books  understand the profound dynamics that come with poverty.Deeper than what you see.Come back I'll take you around South Africa so you can experience real poverty .",1,0,0,0,0,0
6579, 🤞🏾❤🇿🇦,1,0,0,0,0,0
6580,  🏆,1,0,0,0,0,0
6581,"Have u ever bn ready to die or be arrested for something? 
I'm ready🤞🏾
I'm ready to be called all sorts of names, I'm ready 2 be misunderstood, I'm ready 2 be hated, im ready 2 be shot at again - nothing is going stop the revolution of young pple taking over 🇿🇦 in this lifetym🤞🏾 ",1,0,0,0,0,0
6582, Even in construction and infrastructure projects they hire foreigners 🤦🏾🤦🏾,1,0,0,0,0,0
6583,"In 2016 i accompanied my cousin to SASSA office to apply for disability grant

They require many things before they consider your request

1 Affidavit from police station
2 SA ID
3 Your parents ID or guardian
3 Proof of address

Illegal immigrants would be rejected with fake IDs ",1,0,0,0,0,0
6584,"SASSA officials broke the law

They fraudulently register them

You can't get SASSA grant if your illegal immigrants and you apply it at SSASA office, you will be rejected ",0,0,0,0,0,0
6585,"Doctors got that information during admission

I'm told doctors sometimes refuse to treat this illegal immigrants for not having papers and sometimes they produce fraudulent SA IDs with the hope of getting their kids SA certificate so they can get grant but SASSA will reject them ",1,0,0,0,0,0
6586,"    EFF dropped by approximately 1%, DA about 12% &amp; ANC about 11% but everyone is on EFF's case. Heeee EFF lost it's voters to ActionSA in the CoJ bcoz of their love for ""foreigners"". Only 1% xenophobs left EFF, the bulk came from DA &amp; ANC.",0,0,0,0,0,0
6587,"Foreigners don't use private hospitals at all

You will never find them at mediclinics or Netcare

Go to any Public hospital, majority of the people in the queue don't speak local languages ",1,0,0,0,0,0
6588,"Our tax is literally paying for SADC region and beyond

Foreigners should be forced to pay to see doctor same way we are forced pay at private hospital ",1,0,0,0,0,0
6589, When are you going to take serious actions against illegal foreigners in the country ?,1,0,0,0,0,0
6590,"It’s nice in Botswana,  ur do u see Nigerians there? The law that side know how to deal wth disrespectful foreigners decisively",1,0,0,0,0,0
6591,Since when did Municipalities have the competence to deport illegal immigrants? The voted &amp; voters are clueless about the role of leaders at municipal level. It's a shame!  ,1,0,0,0,0,0
6592,"I don't think there are Illegal South Africans who's going to seek jobs in other African countries,,, except if there are escaping 🏃 for Justice ⚖ here.... So  is right... Illegal immigrants must see their homegate... I support ",1,0,0,0,0,0
6593,"So the meek and in disbelief see eye see is thinking of getting  to account to him in granular detail who voted,where,age,gender, nationality etc,okay somebody tell him undocumented foreigners can't vote and those with fake ID can't either 🙄 ",1,0,0,0,0,0
6594,"Take me back to last weekend 😍💕
Pretty please???? 
TBT @ Hartebeestpoort, North-West, South Africa ",1,0,0,0,0,0
6595,"A lot of  members come from Botswana, Swaziland,Lesotho and Europe. The funny thing is that they are shouting the loudest about foreigners this foreigners that. It is hight time that they lead by example. We will not listen to fools. AfricaUnite. IVotedEFF",1,0,0,0,0,0
6596,"No that's not true

It doesn't work like that

Foreign women who gives birth in our hospital are given birth certificate stating specifically that their foreigners ",1,0,0,0,0,0
6597,"Go to any public hospital tomorrow then come and talk to me

People like have medical aid, you have never been to public hospital

Your only used to private hospitals like Netcare

Majority of the people in the queue are always foreigners ",1,0,0,0,0,0
6598,Queue ya gona start at 4am and im told foreigners go to different clinics and hospitals with different names to collect medicine then send the medicine to Mozambique n Zimbabwe ,1,0,0,0,0,0
6599,"Good thing is hospital register those kids as foreigners therefore they won't be given SA birth certificate

They are actually given certificate specifically stating that their foreigners ",1,0,0,0,0,0
6600," did not bring illegals in South Africa, ANC did. But the issue of illegal immigrants denies the citizens of this country a good governance. Maybe   should make a U-turn when it comes to foreigners.
Am just saying 😔",1,0,0,0,0,0
6601,"   To boarder on the issue of crime, it's not just the jobs we are worried about. The number of illegal immigrants in our courts daily is alarming. The crimes they are arrested for are shocking to say the least. We need proper boarder control.",1,0,0,0,0,0
6602,"I disagree with you , ANC attitude of Other African countries is disrespect to the people of SA. Because of your feelings towards African countries you have made us feel not at home in our own country , You have allowed undocumented immigrants to Shit all over us and destroy SA ",1,0,0,0,0,0
6603,Either majority of them are foreigners or legit SA voters who didn't register to vote ,1,0,0,0,0,0
6604,"I grew up in Central, when I say something must be done about illegal immigrants, I know what I'm saying and I mean it.",1,0,0,0,0,0
6605,"The difference between ANC and EFF is that the former isn't saying anything about illegal immigrants,it just open borders and allows them to enter while the latter is openly encouraging influx of foreigners

It is clear ANC is prepared to lose votes than to deport them ",1,0,0,0,0,0
6606,Expecting ANC to carry out massive deportation of illegal immigrants is like expecting Mexicans cartels to stop their drugs business,1,0,0,0,0,0
6607,"ANC will never do that not today not tomorrow not ever

Morwarre i was in Joubert Park Joburg few weeks ago

I met an old lady who told me she arrived in 92 n Joubert Park was clean and safe but now Joubert Park is like refugee camp

She blame foreigners high crime rate ",0,0,0,0,0,0
6608,"Petrol price goes up
Food prices go up
Cost of living goes up
Crime rate increases
South Africans blame...???

Foreigners!!!",0,0,0,0,0,0
6609, Huh! Then in Johannesburg he will be the Mayor. And illegal immigrants will be on edge🤪,1,0,0,0,0,0
6610," Lol then the locals should attack the business owners and leave the foreigners alone. Force the rainbow nation members to hire them and pay them decent wages, that's the only way they can win this fight against foreign nationals 🤣",0,0,0,0,0,0
6611,"But when will South Africans stop blaming foreigners for ""taking their jobs"" 🤣 ... guys white people don't fuck with you and you can be in their asses as much as you want but they won't hire you &amp; they actually call you lazy. That's why they will take a Zim guy over you any day",0,0,0,0,0,0
6612,  They so deep in the asses of white people and the same white people don't care about building this fake rainbow nation with them or share wealth with them hence why use cheap immigrant labour,1,0,0,0,0,0
6613,"ANC won't win 2024 general elections

Anyone who thinks ANC will reach 50% in 2024 is delusional and out of touch with reality

They must admit dismally failed SAfricans

They have betrayed and sacrificed them in favour of foreigners",0,0,0,0,0,0
6614,"South Africa is having the same problem and when we complain we are labelled xenophobic

South Sudanese like South Africans have never enjoyed fruits of freedom

SS has just got independence few years ago and is already dominated by Foreigners ",1,0,0,0,0,0
6615,"   2. Anyone who voted for ActionSA because they promised to deal with ""foreigners"" /tighten borders is very stupid.",0,0,0,0,0,0
6616,"   1. If I may ask. How's EFF going to address the issue of borders? 🤔 You wanted them to lie &amp; say they will get rid of all ""foreigners"" &amp; tighten borders when we all know that is the prerogative of national government not local gvt.",0,0,0,0,0,0
6617,"  As long as other parties will agree to have illegal foreigners deported then I'm happy, let me see my vote making changes this time 😊😊😊😊😊

Then write to         to stop hiring illegal foreigners",0,0,0,0,0,0
6618,"If you want to understand the EFF open borders policy, forget about that video making the rounds of illegal immigrants coming into SA by any means, that video was cut to support some people's sick narrative. LGE2021 Election2021 ",0,0,0,0,0,0
6619,"We won't allow foreigners like you to dictate agenda of this country

Tell you country to take all this migrants your fighting for ",0,0,0,0,0,0
6620,High time South Africa ban these NGOs run by Foreigners who wants to implement open borders via back door ,0,0,0,0,0,0
6621,"    Don't lie the only reason they hire foreigners is cause they can pay them less than minimum wage. Cause if they do it to a South African they can get arrested. So basically they don't pay UIF, PAYE or other benefits to employees.",0,0,0,0,0,0
6622,  The prediction was informed by those non voting foreigners who filled their rallies 🤔,0,0,0,0,0,0
6623,"Yet ""The EFF lost votes"" 🤣😂 ... some of the comments come from a painful place shem. It must hurt being a hater bcos the xenophobic Stokvel's owner can't deliver on his promise to kick out foreigners on your behalf 😭 ",0,0,0,0,0,0
6624,"  No, you clearly haven't interacted with their members or listen to all of Mashaba's statements regarding ""foreigners"" over the years. If you had, you wouldn't asked that question.",0,0,0,0,0,0
6625," plse tell the truth sir, ActionSa's rise can squarely be attributed to their hate for foreigners. Who can forget they also ran Anti African hashtags like PutSouthAficansFirst and most of their supporters proudly hate African foreigners powerbreakfast ",0,0,0,0,0,0
6626,"If Action SA go into coalition with DA in COJ,DA will oppose Mashaba efforts to clean up the city n get rid of illegal immigrants

DA is in full support of open borders

Businesses that imports cheap foreign labour funds DA, they want those foreigners to work for them",0,0,0,0,0,0
6627,"EFF has potential to defeat corrupt ANC at the polls provided they reconsider their ""open borders policy""

Nothing wrong being Pan Africanists movement but calling for the influx of illegal immigrants into SA will create chaos and stability,it won't be sustainable",0,0,0,0,0,0
6628,"Shame Juju even after all those ridiculous promises that he will buy the king a new car ,instead of spoiling voters he promotes their dull king a car ,then promises to increase grants etc.but forgetting that he praises foreigners, fake pastors and VBS looters .ppl are watching 👀",0,0,0,0,0,0
6629,   🎯🎯🎯🇿🇦,0,0,0,0,0,0
6630, But I wanted him to win in jozi just for the foreigners,0,0,0,0,0,0
6631, The 'local presence' at rallies are mostly illegal immigrants without id's to vote..,0,0,0,0,0,0
6632," I think he won because of his stance on illegal foreigners, SAns are really tired of ANC, cos the ANC has really insulted SAns when it comes to illegal foreigners, our country is now a play ground of illegal foreigners, and the ANC doesn't listen to SAns.",0,0,0,0,0,0
6633,"People are misinterpreting the loses suffered by the ruling party. It's not the Zuma factor, maybe in KZN it's. 

2. They never looked up to the citizen's best interest. 

3. The influx of illegal immigrants.

4. Growing number of corruption and no one to account.",0,0,0,0,0,0
6634,We live on SAfm in about 15min. ,0,0,0,0,0,0
6635,"  The problem with ActionSA supporters is that they assumed &amp; pushed this narrative that EFF is protecting the interest of ""foreigners"" at the expense of citizens. So they wanted to come into the picture as the messiah of citizens neglected by EFF. LGE2021",0,0,0,0,0,0
6636, Bra Floyed I know the  said they don’t need those who doesn’t agree with them but your stand on foreigners is costing you guys please relook at it because you guys are so CLOSE flopo ke tsona dilo nyana tse bjao fela but otherwise we would be going for u.,0,0,0,0,0,0
6637,Not a single member of the Stokvel visible on my TL right now. It's peaceful 🤣🤣🤣 ... some clowns were taking out their anger towards foreigners at us vroeg ka 6 🤣,0,0,0,0,0,0
6638, My contention is that in a bifurcated state it is almost untenable not to expect that tension among citizens and immigrants.  This immigration is polarizing,0,0,0,0,0,0
6639,"Remember he said those who are against open borders must keep their xenophobic votes

Such remarks angers many people

Malema must realise that SAfricans are fed up with ANC and neither will they consider a party which calls for influx of illegal immigrants ",0,0,0,0,0,0
6640, Don't forget to thank the foreigners for their emotional support.,0,0,0,0,0,0
6641, Let's wait and see. Mashaba will shake them but he won't win. These same foreigners will eventually threaten him,0,0,0,0,0,0
6642, A foreigner killed a taxi driver in Pta CBD over drugs n ANC did nothing about it. Foreigners are going no where.,0,0,0,0,0,0
6643, PanAfricanism is the primary reason and for the ANC to be loved across the world as tolerant while the world is not. Merkel in Germany lost the election because of the issue of foreigners. Here the EFF is rejected by the people for that reason. You haven't answered me.,0,0,0,0,0,0
6644," I fully agree with you, Julius is very reckless when he talks especially the views he have about borders and foreigners in this country, that has been the reason I did not vote EFF",0,0,0,0,0,0
6645," but has registered growth despite their so called policy on foreigners. They even won four wards in Polokwane , which were previously under ANC PowerDrive ",0,0,0,0,0,0
6646,"Yes, they are

We have highest unemployment rate in the world, huge economic crisis

ANC has dodge the issue of illegal immigrants

Go to Joburg CBD

It looks like refugees camp

SAfricans have been pushed out

Foreigners are all houses government n City has ",1,0,0,0,0,0
6647,King Shaka Zulu tried to warn the Zulu clan about OZINDLEBE ZIKHANYA ILANGA. His brothers thought he was losing his mind because they so believed that no one can pass oceans ended up King Shaka was killed by his brothers. 1652 Holland Evil Army (foreigners) landed to kill us all ,0,0,0,0,0,0
6648,   So you mean foreigners?,1,0,0,0,0,0
6649," We are concerned about the illegal immigrants, not only from this continent but from all over the world. As a veteran, tell me whether during the time the ANC was in exile ever gone to Bangladesh or Pakistan?",0,0,0,0,0,0
6650,"Lenna i know plenty of ppl close to me who told me they would have voted for EFF if it wasn't for Open borders stance

They complain about high unemployment and illegal immigrants is big elephant in the room

These ppl are already feeling the effects of open borders ",0,0,0,0,0,0
6651,"I was their member also in good standing

We must be honest SAfricans don't want ANC at all, they don't want racist either,they want EFF but their terribly afraid of open borders

They feel they will be replaced by Foreigners, look at Joburg CBD perfect example ",0,0,0,0,0,0
6652,"South Africans are already paying heavy price of open borders silently imposed by EFF

Go to Joburg CBD and you will immediately open borders

South Africans are tiny minority

Foreigners have completely taken over that City ",0,0,0,0,0,0
6653,  ActionSA is aiming for National presence in 2024. Key to them to capture the hearts and mind will be illegal immigrants.,0,0,0,0,0,0
6654, But foreigners  are everywhere  in SA without  the power of SA eish,0,0,0,0,0,0
6655,Their open border policy is killing them. Every country is prioritizing its citizens first &amp; EFF wants to be the big brother to all illegal immigrants in SA ,0,0,0,0,0,0
6656,"Get yourself a nice portrait for you or your loved one’s at reasonable prices 
If you are interested Dm me on my WhatsApp number 081 302 5234 Name Is Katlego

Uncle Waffles ElectionResults2021 Malema Foreigners Ekurhuleni ",0,0,0,0,0,0
6657,   🤝🏾✊🏾,0,0,0,0,0,0
6658,   They were there full force 100%,0,0,0,0,0,0
6659,"ON 19NOV IT'S ON LIKE DONKEY KONG! MONEYMORE pre order link coming soon.

Foreigners | Malema | Ekhuruleni | Mashaba ",0,0,0,0,0,0
6660," Illegal foreign nationals didn't vote for EFF kante? 🤷‍♂️ 🤣 🤣 🤣 🤣

In the next elections you remind Malema that foreigners aren't voting 

I'm Africa, Malema is the only leader that promotes nonsonso 🚮🚮",1,0,0,0,0,0
6661, 💪🏾🎯🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦,0,0,0,0,0,0
6662,"Safety &amp; security is the most important ingredient in building a progressive community/country🇿🇦
 needs to increase the  resources &amp; budgets, we can't have two SAPS vans patrolling a community with 200 000 pple because the maths simply doesnt add up🤞🏾 ",0,0,0,0,0,0
6663,No one is an illegal immigrant. People are just undocumented. ,0,0,0,0,0,0
6664,"People think Herman Mashaba is gonna chase out all foreigners out SA? 🤣🤣🤣🤣 I'm laughing guys, that's not gonna happen, come on now 😭",0,0,0,0,0,0
6665,"People love Malema but they don't support open borders policy he is pushing

Majority of SAfricans are complaining about influx of foreigners putting huge burden on housing,health care,education and taking all low skills 

It is that policy not Malema personally ",0,0,0,0,0,0
6666,"It will remain pipedream and fallacy

Tata Mandela failed dismally to realise that project

Mashaba is getting huge support because of his zero tolerance stance on illegal immigrants but he must also deal with structural inequality and economic marginalisation of black SAfricans ",0,0,0,0,0,0
6667,"They have made it clear that they will never compromise nor reconsider their open borders position

I have no problem with being Pan Africanists movement,it is great thing but encouraging influx of foreigners under pretext of Africa unity is turning many ppl away from them ",0,0,0,0,0,0
6668, Then don't make it other people's problem and go profiling people as foreigners. Heal they not going anywhere and even your hair relaxer stooge won't do anything,0,0,0,0,0,0
6669,The EFF is now a lost cause and it's a shame. This is what you get when you love foreigners more than your own people.,1,0,0,0,0,0
